Mar 19 15:33:39 cluster00 ipfs-cluster-service[16436]: 2024-03-19T15:33:39.764+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicbmpg7rdsdtiwt7uaj3ajhe4m23aoajyytym7ebc2muzrxdmpazi ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.005µs, OtherTime:173.694927ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.2617382617382616e+08, ToTalDataRate:6516.9836046969995
Mar 19 16:27:33 cluster00 ipfs-cluster-service[36387]: 2024-03-19T16:27:33.166+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmbXudDWoXodBnSvZoQGwry6CntPDRqmL4UosF6UBymSeh ShardSize:6946816, DataShards:10, ParityShards:4, RSTime:71.710364ms, OtherTime:7.112514748s, TotalDataSize:67121888, TotalDataAndParitySize:94419704, RSRate:9.360137678285944e+08, ToTalDataRate:9.34295436435638e+06
Mar 19 16:27:46 cluster00 ipfs-cluster-service[36387]: 2024-03-19T16:27:46.642+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmcjaPDMRAfT1dcDFoN2c9fMiKdikadJboWSkbA8o3cw1x ShardSize:13762560, DataShards:10, ParityShards:4, RSTime:83.745008ms, OtherTime:13.359517236s, TotalDataSize:134243612, TotalDataAndParitySize:188804404, RSRate:1.6030043486293535e+09, ToTalDataRate:9.985940041577427e+06
Mar 19 16:28:14 cluster00 ipfs-cluster-service[36387]: 2024-03-19T16:28:14.896+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmSjUKRtfamyAkNfGgydtH7aGWaYAU8B66GMWAJc2356gF ShardSize:27131904, DataShards:10, ParityShards:4, RSTime:327.929517ms, OtherTime:27.889771404s, TotalDataSize:268487122, TotalDataAndParitySize:376525290, RSRate:8.187342342836434e+08, ToTalDataRate:9.51484747551312e+06
Mar 19 16:29:11 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:11.845+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreidn3y56clcbnslyylxux4reuxnogckzfl3dyq464fezr4e4xjg434 ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.742µs, OtherTime:141.525105ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.679026994956986e+08, ToTalDataRate:7998.18997851949
Mar 19 16:29:12 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:12.133+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicnq534hjk5uthmp3cagoeyyotbi44c7pgscv6pnfhegxpxginuty ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.323µs, OtherTime:123.773501ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:3.4097738415309185e+08, ToTalDataRate:17418.01248213876
Mar 19 16:29:12 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:12.408+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiecdsks5r4ypz4lz4lhvehwltdwy4yt2xc6odoszphpuybjqjxixe ShardSize:393216, DataShards:1, ParityShards:4, RSTime:10.896µs, OtherTime:174.447214ms, TotalDataSize:4204, TotalDataAndParitySize:21020, RSRate:3.858296622613803e+08, ToTalDataRate:24097.465236124808
Mar 19 16:29:12 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:12.657+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihb5xvnocctpxybfcpxau7pusuz4fcs7ooqh5plpvxqlpjjy63k2a ShardSize:393216, DataShards:1, ParityShards:4, RSTime:15.631µs, OtherTime:145.554709ms, TotalDataSize:8300, TotalDataAndParitySize:41500, RSRate:5.3099609749856055e+08, ToTalDataRate:57017.05729842617
Mar 19 16:29:12 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:12.967+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihzap7rglggtdojurcqw52thmwrhpupt5b42xaloofark2qjkbx2u ShardSize:393216, DataShards:1, ParityShards:4, RSTime:15.662µs, OtherTime:189.973179ms, TotalDataSize:16493, TotalDataAndParitySize:82465, RSRate:1.053058357808709e+09, ToTalDataRate:86810.30683672194
Mar 19 16:29:13 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:13.223+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihweary6qngat5ifj5ucwurilzm3af5povw7m2ok43kezflt3x4ri ShardSize:393216, DataShards:1, ParityShards:4, RSTime:27.101µs, OtherTime:151.537965ms, TotalDataSize:32877, TotalDataAndParitySize:164385, RSRate:1.213128666838862e+09, ToTalDataRate:216916.59821701114
Mar 19 16:29:13 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:13.510+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreigwsiwfp244a7uuywtnhrshbjiiryztzjhi7xnsqwmxri262qss4e ShardSize:393216, DataShards:1, ParityShards:4, RSTime:50.827µs, OtherTime:174.137238ms, TotalDataSize:65645, TotalDataAndParitySize:328225, RSRate:1.2915379621067543e+09, ToTalDataRate:376862.2222314587
Mar 19 16:29:13 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:13.816+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreigslfbjxhze7yxbva74vlynm2udom7u7qichkz2ynpeu3p4l4zogq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:76.873µs, OtherTime:175.953815ms, TotalDataSize:131181, TotalDataAndParitySize:655905, RSRate:1.7064639080041108e+09, ToTalDataRate:745216.2246457919
Mar 19 16:29:14 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:14.111+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicgtmnzbll6fcrwxtk62ewog5qtkzm6cehzolp7rhtq7hdcvak72q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:46.244µs, OtherTime:180.057454ms, TotalDataSize:262253, TotalDataAndParitySize:1311265, RSRate:5.671070841622697e+09, ToTalDataRate:1.456120500835537e+06
Mar 19 16:29:14 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:14.462+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmZnJugz3j4RqdRqwVY3y7HuDjD6JBoTjDZHAms4X9PTD9 ShardSize:393216, DataShards:2, ParityShards:4, RSTime:81.78µs, OtherTime:238.902249ms, TotalDataSize:524490, TotalDataAndParitySize:1573874, RSRate:6.413426265590609e+09, ToTalDataRate:2.194664741517752e+06
Mar 19 16:29:14 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:14.932+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmUtaQQAkuiEH47BtwoPDLH8ymp3SymGmZjzmJZjDbGC7R ShardSize:393216, DataShards:4, ParityShards:4, RSTime:195.348µs, OtherTime:320.363891ms, TotalDataSize:1048878, TotalDataAndParitySize:2098662, RSRate:5.369279439769028e+09, ToTalDataRate:3.272024578239695e+06
Mar 19 16:29:15 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:15.527+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmeSVjajBk8jkdnRbT7ugtqDu2atNGvpNKaf6xQnz3eQdY ShardSize:393216, DataShards:8, ParityShards:4, RSTime:1.878436ms, OtherTime:475.416839ms, TotalDataSize:2097656, TotalDataAndParitySize:3148248, RSRate:1.1167034703338308e+09, ToTalDataRate:4.3948798000198705e+06
Mar 19 16:29:16 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:16.584+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmXbNoLZyMYeNf4cPxEJwSmNfKmPXkTHZaFKVaNEjhcPJD ShardSize:655360, DataShards:8, ParityShards:4, RSTime:737.857µs, OtherTime:918.053732ms, TotalDataSize:4195208, TotalDataAndParitySize:6295976, RSRate:5.685665379606075e+09, ToTalDataRate:4.566005831639894e+06
Mar 19 16:29:17 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:17.312+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmSEYMcLKo3KEThmVyhqqVLxAw1DMNsga1ekjHGNVxAWVk ShardSize:1179648, DataShards:8, ParityShards:4, RSTime:6.226614ms, OtherTime:572.654064ms, TotalDataSize:8390313, TotalDataAndParitySize:12591437, RSRate:1.3474920719350839e+09, ToTalDataRate:1.4494026995042423e+07
Mar 19 16:29:19 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:19.066+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmY7uDq63AzdraNgDd78hLoiRTQLQkFBHLWGLcwEb1jhrK ShardSize:1966080, DataShards:10, ParityShards:4, RSTime:11.180318ms, OtherTime:1.567191287s, TotalDataSize:16780521, TotalDataAndParitySize:24120553, RSRate:1.500898364429348e+09, ToTalDataRate:1.0631539008408744e+07
Mar 19 16:29:22 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:22.903+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmUfanod8PPfo5bq9TEL9KKPSteEhrVeVx6qmdxbC4YoCK ShardSize:3538944, DataShards:10, ParityShards:4, RSTime:46.465207ms, OtherTime:3.677754168s, TotalDataSize:33560937, TotalDataAndParitySize:47192425, RSRate:7.222810177085835e+08, ToTalDataRate:9.011535877468836e+06
Mar 19 16:29:29 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:29.550+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmbXudDWoXodBnSvZoQGwry6CntPDRqmL4UosF6UBymSeh ShardSize:6946816, DataShards:10, ParityShards:4, RSTime:100.886694ms, OtherTime:6.425387926s, TotalDataSize:67121888, TotalDataAndParitySize:94419704, RSRate:6.653195316321893e+08, ToTalDataRate:1.0284870210387694e+07
Mar 19 16:29:43 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:29:43.553+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmcjaPDMRAfT1dcDFoN2c9fMiKdikadJboWSkbA8o3cw1x ShardSize:13762560, DataShards:10, ParityShards:4, RSTime:86.659089ms, OtherTime:13.787276342s, TotalDataSize:134243612, TotalDataAndParitySize:188804404, RSRate:1.5491001988262305e+09, ToTalDataRate:9.675957623629728e+06
Mar 19 16:30:10 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:10.478+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmSjUKRtfamyAkNfGgydtH7aGWaYAU8B66GMWAJc2356gF ShardSize:27131904, DataShards:10, ParityShards:4, RSTime:313.8368ms, OtherTime:26.496575875s, TotalDataSize:268487122, TotalDataAndParitySize:376525290, RSRate:8.554991702693883e+08, ToTalDataRate:1.0014285300416667e+07
Mar 19 16:30:45 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:45.946+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreidn3y56clcbnslyylxux4reuxnogckzfl3dyq464fezr4e4xjg434 ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.304µs, OtherTime:112.443817ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.7956852791878173e+08, ToTalDataRate:10066.678315675043
Mar 19 16:30:46 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:46.198+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicnq534hjk5uthmp3cagoeyyotbi44c7pgscv6pnfhegxpxginuty ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.718µs, OtherTime:93.936324ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:3.7705491430570126e+08, ToTalDataRate:22950.307357946247
Mar 19 16:30:46 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:46.414+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiecdsks5r4ypz4lz4lhvehwltdwy4yt2xc6odoszphpuybjqjxixe ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.198µs, OtherTime:95.375778ms, TotalDataSize:4204, TotalDataAndParitySize:21020, RSRate:1.0014292520247736e+09, ToTalDataRate:44076.30501666984
Mar 19 16:30:46 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:46.689+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihb5xvnocctpxybfcpxau7pusuz4fcs7ooqh5plpvxqlpjjy63k2a ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.124µs, OtherTime:137.386936ms, TotalDataSize:8300, TotalDataAndParitySize:41500, RSRate:1.3553233180927498e+09, ToTalDataRate:60410.562849508315
Mar 19 16:30:46 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:46.929+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihzap7rglggtdojurcqw52thmwrhpupt5b42xaloofark2qjkbx2u ShardSize:393216, DataShards:1, ParityShards:4, RSTime:56.945µs, OtherTime:114.86907ms, TotalDataSize:16493, TotalDataAndParitySize:82465, RSRate:2.896303450698042e+08, ToTalDataRate:143509.5144293409
Mar 19 16:30:47 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:47.239+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihweary6qngat5ifj5ucwurilzm3af5povw7m2ok43kezflt3x4ri ShardSize:393216, DataShards:1, ParityShards:4, RSTime:7.483µs, OtherTime:136.803282ms, TotalDataSize:32877, TotalDataAndParitySize:164385, RSRate:4.393558733128425e+09, ToTalDataRate:240309.73137316163
Mar 19 16:30:47 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:47.520+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreigwsiwfp244a7uuywtnhrshbjiiryztzjhi7xnsqwmxri262qss4e ShardSize:393216, DataShards:1, ParityShards:4, RSTime:14.035µs, OtherTime:147.919293ms, TotalDataSize:65645, TotalDataAndParitySize:328225, RSRate:4.677235482721766e+09, ToTalDataRate:443746.98343984527
Mar 19 16:30:47 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:47.765+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreigslfbjxhze7yxbva74vlynm2udom7u7qichkz2ynpeu3p4l4zogq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:76.092µs, OtherTime:130.067675ms, TotalDataSize:131181, TotalDataAndParitySize:655905, RSRate:1.7239788676864848e+09, ToTalDataRate:1.0079690030456523e+06
Mar 19 16:30:48 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:48.042+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicgtmnzbll6fcrwxtk62ewog5qtkzm6cehzolp7rhtq7hdcvak72q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:299.453µs, OtherTime:155.414772ms, TotalDataSize:262253, TotalDataAndParitySize:1311265, RSRate:8.757734936701252e+08, ToTalDataRate:1.684193596523232e+06
Mar 19 16:30:48 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:48.379+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmZnJugz3j4RqdRqwVY3y7HuDjD6JBoTjDZHAms4X9PTD9 ShardSize:393216, DataShards:2, ParityShards:4, RSTime:3.75107ms, OtherTime:173.215956ms, TotalDataSize:524490, TotalDataAndParitySize:1573874, RSRate:1.398241035224616e+08, ToTalDataRate:2.963771734481449e+06
Mar 19 16:30:48 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:48.741+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmUtaQQAkuiEH47BtwoPDLH8ymp3SymGmZjzmJZjDbGC7R ShardSize:393216, DataShards:4, ParityShards:4, RSTime:818.874µs, OtherTime:242.720543ms, TotalDataSize:1048878, TotalDataAndParitySize:2098662, RSRate:1.2808783768931484e+09, ToTalDataRate:4.3068086171944775e+06
Mar 19 16:30:49 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:49.273+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmeSVjajBk8jkdnRbT7ugtqDu2atNGvpNKaf6xQnz3eQdY ShardSize:393216, DataShards:8, ParityShards:4, RSTime:1.611153ms, OtherTime:413.308316ms, TotalDataSize:2097656, TotalDataAndParitySize:3148248, RSRate:1.3019595283626075e+09, ToTalDataRate:5.055573174634991e+06
Mar 19 16:30:49 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:49.840+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmXbNoLZyMYeNf4cPxEJwSmNfKmPXkTHZaFKVaNEjhcPJD ShardSize:655360, DataShards:8, ParityShards:4, RSTime:2.813525ms, OtherTime:453.427861ms, TotalDataSize:4195208, TotalDataAndParitySize:6295976, RSRate:1.491086093068304e+09, ToTalDataRate:9.195149055236511e+06
Mar 19 16:30:50 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:50.478+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmSEYMcLKo3KEThmVyhqqVLxAw1DMNsga1ekjHGNVxAWVk ShardSize:1179648, DataShards:8, ParityShards:4, RSTime:1.357225ms, OtherTime:515.198202ms, TotalDataSize:8390313, TotalDataAndParitySize:12591437, RSRate:6.181961723369374e+09, ToTalDataRate:1.6242809175894689e+07
Mar 19 16:30:51 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:51.631+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmY7uDq63AzdraNgDd78hLoiRTQLQkFBHLWGLcwEb1jhrK ShardSize:1966080, DataShards:10, ParityShards:4, RSTime:14.566458ms, OtherTime:1.008787317s, TotalDataSize:16780521, TotalDataAndParitySize:24120553, RSRate:1.1519973489780426e+09, ToTalDataRate:1.639757477705172e+07
Mar 19 16:30:55 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:30:55.245+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmUfanod8PPfo5bq9TEL9KKPSteEhrVeVx6qmdxbC4YoCK ShardSize:3538944, DataShards:10, ParityShards:4, RSTime:22.338767ms, OtherTime:3.463852791s, TotalDataSize:33560937, TotalDataAndParitySize:47192425, RSRate:1.5023629997125626e+09, ToTalDataRate:9.626819371235147e+06
Mar 19 16:31:01 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:31:01.977+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmbXudDWoXodBnSvZoQGwry6CntPDRqmL4UosF6UBymSeh ShardSize:6946816, DataShards:10, ParityShards:4, RSTime:44.263652ms, OtherTime:6.578106073s, TotalDataSize:67121888, TotalDataAndParitySize:94419704, RSRate:1.5164109820852559e+09, ToTalDataRate:1.0135629709355807e+07
Mar 19 16:31:15 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:31:15.395+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmcjaPDMRAfT1dcDFoN2c9fMiKdikadJboWSkbA8o3cw1x ShardSize:13762560, DataShards:10, ParityShards:4, RSTime:202.299968ms, OtherTime:13.105317964s, TotalDataSize:134243612, TotalDataAndParitySize:188804404, RSRate:6.635869166326314e+08, ToTalDataRate:1.008772657039603e+07
Mar 19 16:31:42 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:31:42.359+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmSjUKRtfamyAkNfGgydtH7aGWaYAU8B66GMWAJc2356gF ShardSize:27131904, DataShards:10, ParityShards:4, RSTime:364.744548ms, OtherTime:26.469098098s, TotalDataSize:268487122, TotalDataAndParitySize:376525290, RSRate:7.360963267914288e+08, ToTalDataRate:1.000554129914609e+07
Mar 19 16:32:37 cluster00 ipfs-cluster-service[52028]: 2024-03-19T16:32:37.842+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmRqkg3fFLTxb36J3QtNtoZb4oDrkBdf4M8eCpiUM4cyQo ShardSize:53870592, DataShards:10, ParityShards:4, RSTime:418.031048ms, OtherTime:54.938462489s, TotalDataSize:536974138, TotalDataAndParitySize:752001898, RSRate:1.2845317125822673e+09, ToTalDataRate:9.700291742071107e+06
Mar 19 18:46:42 cluster00 ipfs-cluster-service[52028]: 2024-03-19T18:46:42.975+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreidn3y56clcbnslyylxux4reuxnogckzfl3dyq464fezr4e4xjg434 ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.492µs, OtherTime:146.583661ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.7436845348120764e+08, ToTalDataRate:7722.203471547951
Mar 19 18:48:59 cluster00 ipfs-cluster-service[52028]: 2024-03-19T18:48:59.809+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreidn3y56clcbnslyylxux4reuxnogckzfl3dyq464fezr4e4xjg434 ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.758µs, OtherTime:122.531596ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.3791509037410676e+08, ToTalDataRate:9238.06458988718
Mar 19 18:53:39 cluster00 ipfs-cluster-service[52028]: 2024-03-19T18:53:39.793+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreifwhoculihwqqkupfezc4iyknesyoxud5ksax3tarxqapptlayhdi ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.545µs, OtherTime:263.32862ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.041478809738503e+08, ToTalDataRate:4298.718609324125
Mar 19 18:54:31 cluster00 ipfs-cluster-service[52028]: 2024-03-19T18:54:31.324+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiaduub22liyihh5o47h63h4knyf54klrwikf5dcrgyhl7q6seq6zi ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.097µs, OtherTime:248.143084ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.220914263292133e+08, ToTalDataRate:4561.789484916461
Mar 19 18:58:07 cluster00 ipfs-cluster-service[52028]: 2024-03-19T18:58:07.164+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreie3cjs753buqkszljprmsm4bjrpw7bca66uctqutjsswyypv46mxe ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.239µs, OtherTime:195.5343ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.814393332264786e+08, ToTalDataRate:5789.0791558282945
Mar 19 19:02:46 cluster00 ipfs-cluster-service[52028]: 2024-03-19T19:02:46.316+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreie3zqwnreqvjhk4ys6athverd33ffmryyib2eq47eh2om5ernjgam ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.967µs, OtherTime:192.504493ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.8971007206301326e+08, ToTalDataRate:5880.198284233981
Mar 19 19:25:15 cluster00 ipfs-cluster-service[98271]: 2024-03-19T19:25:15.699+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiewcgxyc5y5xpvqmxufvufdr3lwkmopihbnuryccg3sxnmu2ojdh4 ShardSize:393216, DataShards:1, ParityShards:4, RSTime:11.867µs, OtherTime:181.119722ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:9.539057891632257e+07, ToTalDataRate:6249.592458389322
Mar 19 19:27:18 cluster00 ipfs-cluster-service[98271]: 2024-03-19T19:27:18.589+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreif7l3ct2ux4iaoc4z42kc2st43so6xt45xb76ifcphjgl2aseq4py ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.315µs, OtherTime:173.442949ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.623406720741599e+08, ToTalDataRate:6526.474684917426
Mar 19 19:28:31 cluster00 ipfs-cluster-service[98271]: 2024-03-19T19:28:31.644+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreid62fcr4g7d3izqrh34jwocaxzacp2e7btsvxgolkauk6uco4nuby ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.748µs, OtherTime:178.476045ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.384161752316765e+08, ToTalDataRate:6342.399359933124
Mar 19 19:32:15 cluster00 ipfs-cluster-service[98271]: 2024-03-19T19:32:15.990+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicivyaddwzogg4oylkbrr37zv7uyol3bwif3w46xv7tyeqmmdgcdi ShardSize:393216, DataShards:1, ParityShards:4, RSTime:7.419µs, OtherTime:195.590365ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.5258121040571508e+08, ToTalDataRate:5787.381037941533
Mar 19 19:39:16 cluster00 ipfs-cluster-service[98271]: 2024-03-19T19:39:16.325+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiektvoa7egunljisr7dyt5tk5lc3apgqogi6f2fps23kx2fgbdwja ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.548µs, OtherTime:196.750444ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.4890061565523306e+08, ToTalDataRate:5753.3434231323
Mar 19 19:43:59 cluster00 ipfs-cluster-service[98271]: 2024-03-19T19:43:59.813+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreigscxky24x5avkwfrx6jjlm26ap3u5frrhvmudlwnefw7ceh4xh7u ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.427µs, OtherTime:203.039508ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.557036367743393e+08, ToTalDataRate:5575.144873365435
Mar 19 20:22:55 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:22:55.671+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiapw6ofhbljqpla6gckkjq3u6zqm35t2cmiyibsfxbsvbihtbuy4e ShardSize:393216, DataShards:1, ParityShards:4, RSTime:3.308µs, OtherTime:177.435191ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:3.422007255139057e+08, ToTalDataRate:6379.673737285745
Mar 19 20:24:05 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:24:05.339+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreig7ugpr3cvyfj2l5tbfjd4tjti4us4nkn3shsyhynkgitnrtallta ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.293µs, OtherTime:183.39435ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.6368506871651524e+08, ToTalDataRate:6172.3449013636655
Mar 19 20:29:15 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:29:15.180+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreigj2cfaqcposmd52rkkejptbytu6dgz6czje3on5k26zzh5vy7jmq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.395µs, OtherTime:146.086714ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:4.905574516496018e+08, ToTalDataRate:14757.909500227639
Mar 19 20:34:24 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:34:24.181+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreidjcypxbxhtmwupgbneawkipqa67t327hcnunq3rwylyttvfz64nq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.211µs, OtherTime:224.03575ms, TotalDataSize:4204, TotalDataAndParitySize:21020, RSRate:6.768636290452423e+08, ToTalDataRate:18764.333720354414
